,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21
105,,,,,,,,,,,,,,,,,0.0,25.5,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,16.75,0.0,16.0,8.25,0.0,0.0,0.0,0.0,23.5,23.75,0.0,6.5,8.25,45.0,9.0,0.0,19.0,9.25,12.0,22.25,11.5,29.5,22.5,21.5,16.5,8.75,0.0,9.5,8.0,41.75,23.5,45.75,76.0,34.25,31.5,33.25,29.25,81.75,57.75,0.0,26.0,8.5,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,8.5,0.0,12.5,0.0,8.5,0.0,8.75,0.0,0.0,8.5,8.75,17.25,8.0,8.25,0.0,0.0,17.5,0.0,8.25,18.0,8.75,0.0,20.25,8.5,0.0,10.75,0.0,0.0,20.0,22.25,9.0,21.75,0.0,34.5,11.75,29.0,24.25,20.75,9.75,26.0,50.0,46.75,16.25,34.75,28.75,0.0,54.75,34.5,20.25,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,26.25,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,41.75,24.25,27.75,7.75,0.0,0.0,34.5,16.75,0.0,8.5,0.0,74.75,9.0,0.0,24.75,18.25,22.75,18.75,23.25,29.25,22.0,21.75,26.5,18.25,0.0,18.75,0.0,18.0,17.75,42.25,42.0,45.75,16.0,49.25,26.5,80.0,26.5,28.0,20.25,48.25,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,0.0,0.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,0.0,0.0,0.0,13.25,0.0,12.5,23.5,0.0,14.0,24.25,0.0,0.0,27.25,0.0,10.75,28.0,0.0,12.0,0.0,34.5,27.0,13.75,0.0,71.75,38.5,12.0,54.0,41.0,0.0,33.25,37.75,42.75,57.25,23.75,0.0,11.5,0.0,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,11.75,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,26.25,8.5,8.0,0.0,0.0,8.5,0.0,0.0,11.5,0.0,30.0,11.75,0.0,9.5,20.5,18.75,10.0,32.25,30.25,0.0,0.0,8.75,8.5,0.0,7.5,0.0,56.5,18.75,26.25,65.25,41.5,29.25,97.75,39.0,39.25,0.0,20.25,32.0,54.0,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,0.0,24.0,13.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,34.25,0.0,0.0,0.0,22.75,0.0,0.0,22.25,0.0,11.75,0.0,0.0,0.0,60.0,0.0,12.5,48.75,0.0,24.25,0.0,61.25,35.75,22.25,0.0,42.0,62.75,30.75,43.5,53.25,0.0,21.5,35.0,32.75,43.5,21.25,10.75,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,15.75,22.5,7.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.25,0.0,0.0,0.0,21.0,0.0,6.75,20.75,0.0,0.0,6.75,0.0,0.0,15.25,0.0,7.5,13.75,0.0,15.75,0.0,30.5,21.75,6.25,0.0,30.75,13.75,5.75,31.25,0.0,0.0,35.5,0.0,30.75,68.5,7.75,8.5,21.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,9.25,0.0,0.0,13.0,0.0,16.0,0.0,0.0,0.0,9.25,16.25,12.5,29.0,0.0,0.0,9.25,12.75,38.0,9.5,0.0,0.0,0.0,0.0,41.5,27.5,0.0,0.0,29.75,14.75,0.0,0.0,14.5,17.5,0.0,15.25,18.5,15.25,15.0,32.75,53.0,31.25,29.5,42.25,0.0,28.25,53.25,12.25,13.5,14.25,24.75,17.5,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,9.25,0.0,19.25,14.75,7.75,8.0,0.0,0.0,32.0,17.0,0.0,10.5,17.75,45.25,8.0,0.0,20.5,0.0,21.5,12.25,8.5,14.75,18.5,19.25,0.0,8.5,0.0,9.5,6.0,27.25,17.0,55.5,59.75,45.25,16.0,39.0,19.75,35.0,32.75,6.5,26.5,15.5,7.0,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.75,6.0,6.25,0.0,0.0,18.0,28.5,0.0,6.25,6.0,36.25,15.5,0.0,14.75,6.5,6.75,10.75,18.75,0.0,8.5,23.5,14.75,0.0,0.0,14.0,20.0,39.25,18.0,33.5,49.75,53.75,20.25,57.75,67.75,50.25,31.75,9.5,0.0,44.0,6.75,57.5,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,16.0,0.0,23.75,6.5,8.25,7.5,0.0,0.0,30.0,7.75,0.0,14.25,19.75,16.0,0.0,0.0,18.5,7.0,16.5,8.25,16.25,16.25,0.0,0.0,0.0,16.5,0.0,7.0,6.25,25.25,21.0,65.25,41.0,36.75,19.75,60.75,14.75,77.25,28.25,23.25,38.0,31.25,15.5,70.0,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,0.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,47.5,17.25,0.0,21.0,0.0,0.0,21.25,20.5,0.0,12.75,8.0,27.75,11.75,0.0,0.0,9.25,9.5,13.5,44.5,45.5,20.25,19.5,9.25,0.0,0.0,0.0,23.0,33.0,8.75,35.75,35.75,38.0,30.0,38.0,31.75,91.25,0.0,12.0,21.75,24.0,0.0,22.0,0.0,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,0.0,7.5,0.0,0.0,0.0,0.0,15.25,0.0,25.5,20.0,28.0,16.25,0.0,0.0,0.0,37.5,0.0,13.0,8.0,38.5,29.25,0.0,0.0,22.25,41.0,14.75,41.0,38.5,8.75,0.0,13.75,22.0,0.0,7.5,0.0,8.5,7.25,63.75,38.25,55.25,26.5,49.0,50.5,72.25,32.25,0.0,37.5,36.25,8.5,65.25,0.0,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,26.5,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25,37.5,0.0,0.0,0.0,21.25,0.0,42.75,21.5,0.0,0.0,13.25,0.0,0.0,29.5,0.0,15.0,23.5,0.0,20.0,0.0,13.75,42.5,13.0,0.0,47.0,46.25,30.0,55.75,12.5,0.0,31.25,22.0,59.75,59.75,18.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,26.0,0.0,0.0,0.0,13.0,12.0,25.0,12.5,0.0,0.0,13.75,0.0,12.0,28.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,14.75,14.0,39.0,0.0,0.0,0.0,70.75,49.25,36.0,12.0,38.75,0.0,26.5,37.25,0.0,0.0,0.0,0.0,28.5,43.5,37.0,39.5,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,48.0,0.0,0.0,0.0,24.0,0.0,36.75,47.25,0.0,12.0,13.75,0.0,0.0,24.5,0.0,42.0,28.5,0.0,12.25,0.0,77.75,11.25,0.0,0.0,78.75,39.5,21.5,78.5,33.75,0.0,45.75,36.25,57.0,59.75,0.0,25.5,24.0,0.0,0.0,28.5,0.0,12.0,0.0,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,16.0,0.0,16.75,48.25,23.5,7.5,0.0,0.0,8.25,20.75,0.0,40.25,29.75,21.0,0.0,0.0,0.0,20.0,21.75,0.0,28.75,49.0,23.25,13.75,20.25,9.0,0.0,9.75,10.0,42.5,11.75,32.75,31.0,43.25,10.0,60.25,14.25,44.5,35.25,16.25,16.25,23.5,22.25,69.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,0.0,63.0,0.0,0.0,0.0,35.75,11.5,9.0,23.5,0.0,0.0,43.0,0.0,10.75,24.25,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,13.75,0.0,0.0,0.0,0.0,0.0,21.75,34.25,29.25,0.0,0.0,39.5,41.75,31.0,21.5,31.0,0.0,42.25,45.75,0.0,0.0,0.0,0.0,62.5,37.5,9.25,0.0,0.0,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,0.0,36.5,0.0,0.0,0.0,22.5,21.0,8.5,9.0,0.0,0.0,36.75,0.0,23.25,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,27.0,9.75,57.0,19.0,11.75,0.0,11.5,37.5,43.75,19.75,36.5,0.0,9.0,42.75,0.0,0.0,0.0,0.0,48.75,22.25,46.0,22.75,0.0,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,13.5,0.0,22.75,15.75,15.5,6.0,0.0,0.0,14.0,22.75,0.0,0.0,13.5,40.75,0.0,0.0,9.75,0.0,24.25,9.5,15.25,25.75,8.75,18.0,17.5,0.0,0.0,14.5,13.0,30.5,13.5,29.75,21.75,27.0,35.5,37.0,23.0,45.0,60.75,9.0,24.5,21.5,8.5,94.25,0.0,15.75,0.0,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,35.25,0.0,0.0,0.0,9.25,0.0,24.25,14.25,0.0,0.0,18.0,0.0,0.0,23.0,0.0,0.0,44.5,0.0,0.0,0.0,49.75,23.0,31.25,0.0,57.25,50.75,40.75,25.75,32.5,0.0,25.5,22.25,28.75,38.25,13.0,8.25,21.75,0.0,0.0,39.5,0.0,23.75,0.0,0.0,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,35.25,0.0,0.0,0.0,9.25,0.0,24.25,13.75,0.0,0.0,18.0,0.0,0.0,22.5,0.0,0.0,44.5,0.0,0.0,0.0,49.5,23.0,32.0,0.0,57.5,50.25,40.0,25.25,32.5,0.0,25.5,22.25,28.75,39.0,13.5,8.25,21.75,0.0,0.0,38.75,0.0,23.75,0.0,0.0,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,8.25,0.0,0.0,0.0,0.0,12.5,34.75,33.25,0.0,0.0,33.5,25.5,23.75,0.0,36.75,0.0,25.0,0.0,0.0,40.25,14.0,12.75,14.5,13.0,12.75,14.25,13.0,0.0,0.0,17.75,0.0,35.5,14.5,55.75,70.75,50.25,23.0,12.0,25.25,67.0,61.25,0.0,25.5,12.5,12.0,26.0,22.5,0.0,44.75,0.0,0.0,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,24.25,0.0,0.0,0.0,13.0,0.0,0.0,36.25,0.0,8.75,0.0,0.0,0.0,34.5,0.0,13.0,26.25,0.0,23.75,0.0,25.5,11.25,19.5,0.0,46.75,83.0,29.0,51.5,17.75,0.0,0.0,30.25,40.75,81.75,7.25,33.0,8.75,0.0,0.0,0.0,0.0,13.5,0.0,0.0,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,43.0,20.25,0.0,18.75,0.0,0.0,8.0,40.0,0.0,12.25,20.0,34.5,8.25,0.0,26.0,15.75,0.0,17.25,35.0,28.5,0.0,15.0,0.0,29.25,0.0,0.0,0.0,21.25,7.5,61.0,58.0,52.75,6.5,44.75,32.5,58.5,36.5,15.5,33.25,34.25,9.0,37.0,0.0,6.75,0.0,20.0,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,35.25,0.0,0.0,0.0,8.75,34.5,11.75,21.0,0.0,0.0,43.25,0.0,24.25,28.25,0.0,0.0,0.0,0.0,43.0,30.25,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,0.0,47.75,22.5,20.75,0.0,47.0,84.0,48.25,12.0,38.25,0.0,20.75,61.25,0.0,0.0,0.0,0.0,13.75,28.75,23.0,35.25,0.0,0.0,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,23.25,0.0,8.75,11.25,0.0,0.0,40.25,49.75,0.0,20.5,0.0,35.25,17.25,0.0,0.0,0.0,25.25,0.0,33.5,51.25,0.0,0.0,9.75,0.0,0.0,0.0,27.5,31.5,18.5,42.0,54.5,16.5,37.75,90.5,39.0,75.0,23.0,9.25,60.25,27.75,33.75,76.25,0.0,21.0,0.0,20.0,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8.25,0.0,40.75,42.25,19.75,0.0,0.0,0.0,30.5,33.75,0.0,0.0,31.25,30.5,8.75,0.0,10.0,25.75,22.0,37.0,19.75,8.75,0.0,9.25,21.25,9.0,0.0,19.25,22.0,23.25,18.5,36.75,38.0,39.75,22.0,43.25,16.75,51.25,67.5,11.75,40.75,24.75,18.75,47.75,0.0,13.0,0.0,12.0,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.0,0.0,11.0,33.75,0.0,0.0,0.0,12.0,11.5,11.5,9.25,17.5,0.0,0.0,11.5,28.75,0.0,21.75,0.0,23.5,22.5,25.0,13.25,12.75,12.5,0.0,31.75,20.5,48.75,22.5,42.0,35.5,43.0,11.0,30.75,8.75,19.0,63.5,19.25,8.75,20.75,0.0,25.0,37.0,24.0,46.5,0.0,0.0,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,32.75,50.0,0.0,0.0,0.0,24.25,0.0,0.0,69.25,0.0,13.5,26.25,0.0,0.0,36.0,0.0,0.0,47.5,0.0,13.25,0.0,49.25,19.0,34.75,0.0,31.25,41.0,33.0,62.5,40.75,0.0,20.25,33.25,61.0,82.25,0.0,25.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20.0,0.0,31.0,18.25,8.25,0.0,0.0,0.0,28.75,20.5,0.0,20.75,17.0,77.0,20.75,0.0,32.0,0.0,9.25,0.0,33.0,21.25,12.5,9.75,0.0,22.25,0.0,8.5,26.5,32.0,0.0,50.25,45.75,65.25,10.75,28.5,33.5,30.75,17.0,0.0,29.5,34.75,0.0,54.0,0.0,9.5,0.0,18.25,0.0,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,41.0,39.25,0.0,0.0,0.0,12.75,0.0,24.0,37.75,0.0,6.75,0.0,0.0,0.0,32.25,0.0,22.75,0.0,0.0,14.0,0.0,20.0,20.5,31.0,0.0,46.25,39.25,39.0,47.5,51.75,0.0,18.5,42.0,34.5,72.5,10.5,0.0,23.75,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,21.5,36.75,0.0,0.0,0.0,19.5,0.0,0.0,14.0,0.0,12.75,5.0,0.0,0.0,34.75,0.0,0.0,19.0,0.0,11.0,0.0,24.0,34.25,32.0,0.0,22.5,56.0,4.5,43.75,28.25,0.0,18.75,45.5,21.25,53.0,26.25,22.75,10.0,0.0,0.0,15.5,0.0,28.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,24.25,14.0,0.0,0.0,0.0,0.0,0.0,23.25,45.75,0.0,26.25,20.25,0.0,0.0,26.75,0.0,27.25,62.5,0.0,34.25,0.0,33.5,25.5,14.25,0.0,30.75,73.75,27.25,43.25,44.0,0.0,34.0,11.0,19.0,60.75,13.25,0.0,13.0,0.0,0.0,27.5,0.0,13.5,0.0,0.0,0.0,50.0,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.5,0.0,24.5,23.25,18.25,0.0,0.0,0.0,18.75,29.75,0.0,0.0,14.0,47.0,18.25,0.0,25.25,26.5,0.0,0.0,33.5,32.0,21.25,0.0,13.25,19.25,0.0,8.0,26.5,14.75,11.0,47.0,30.75,43.0,11.75,49.5,14.0,47.0,41.0,0.0,33.75,25.0,19.5,20.0,0.0,0.0,0.0,28.75,0.0,6.75,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.5,21.5,0.0,0.0,0.0,8.25,0.0,0.0,29.0,0.0,21.75,26.0,0.0,0.0,18.0,0.0,9.25,0.0,0.0,18.5,0.0,18.0,22.25,12.75,0.0,35.5,46.75,41.0,19.0,27.5,0.0,32.75,8.25,56.75,100.0,20.25,21.25,17.5,0.0,0.0,18.25,0.0,17.5,0.0,0.0,0.0,31.0,0.0,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,16.0,25.75,0.0,0.0,0.0,8.5,0.0,0.0,60.75,0.0,9.25,0.0,0.0,0.0,19.0,0.0,19.5,28.5,0.0,9.5,0.0,9.5,0.0,0.0,0.0,40.0,29.25,23.0,48.5,15.75,0.0,59.25,16.25,74.5,76.0,25.25,9.0,26.25,0.0,0.0,18.25,0.0,0.0,0.0,0.0,0.0,9.5,0.0,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,21.75,18.25,22.75,23.75,0.0,0.0,55.75,20.0,0.0,31.25,18.5,16.25,23.0,0.0,14.5,11.75,12.25,21.5,37.75,36.5,9.0,8.25,0.0,8.0,0.0,7.0,11.25,51.0,0.0,70.75,37.0,52.5,11.25,39.25,45.25,55.75,50.5,11.5,7.75,50.0,22.0,75.5,0.0,8.0,0.0,19.5,0.0,7.75,0.0,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,32.0,45.0,0.0,0.0,0.0,11.5,0.0,0.0,65.75,0.0,0.0,33.5,0.0,0.0,23.75,0.0,62.75,50.0,0.0,34.5,0.0,35.25,60.0,23.25,0.0,41.25,86.0,19.5,61.75,20.0,0.0,42.5,11.0,31.75,42.5,31.25,21.75,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,25.25,10.5,0.0,0.0,0.0,22.0,0.0,43.0,12.75,0.0,0.0,0.0,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,12.0,42.25,10.75,10.25,0.0,20.0,47.0,39.5,0.0,23.75,0.0,46.25,53.0,0.0,0.0,0.0,0.0,46.75,23.0,12.0,34.0,0.0,0.0,0.0,23.25,46.25,0.0,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.5,16.25,0.0,0.0,0.0,12.5,0.0,8.75,21.25,0.0,0.0,29.75,0.0,0.0,30.0,0.0,10.25,41.0,0.0,8.0,0.0,26.0,9.0,29.0,0.0,43.0,34.25,0.0,39.0,7.75,0.0,31.75,20.0,22.5,90.0,19.25,20.5,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,0.0,0.0,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,37.25,36.0,0.0,0.0,0.0,20.75,0.0,25.0,52.75,0.0,26.0,12.0,0.0,0.0,37.5,0.0,0.0,12.25,0.0,0.0,0.0,26.0,72.0,0.0,0.0,18.75,62.75,49.5,54.0,11.0,0.0,43.0,0.0,71.75,71.5,19.5,8.5,0.0,0.0,0.0,12.5,0.0,9.0,0.0,0.0,0.0,58.0,0.0,0.0,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.5,42.75,0.0,0.0,0.0,21.75,0.0,0.0,45.25,0.0,0.0,9.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,22.75,0.0,23.5,19.0,0.0,0.0,30.25,33.75,7.75,40.25,32.0,0.0,8.25,0.0,37.25,100.0,7.75,8.75,0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,0.0,32.5,0.0,0.0,0.0,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.75,35.25,8.0,11.5,0.0,0.0,20.0,8.75,0.0,8.5,0.0,36.5,21.0,0.0,11.0,21.5,0.0,19.5,42.0,42.25,19.25,32.0,34.25,21.75,0.0,0.0,18.0,9.75,18.75,41.5,29.5,58.5,21.25,47.75,33.25,84.75,22.25,29.25,32.0,30.75,9.25,60.0,0.0,21.75,0.0,0.0,0.0,30.25,0.0,0.0,0.0,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,31.75,30.0,0.0,0.0,0.0,11.25,11.25,0.0,7.75,11.0,60.0,7.75,0.0,22.75,12.0,37.5,26.75,13.0,0.0,0.0,13.0,24.0,24.0,0.0,17.25,10.0,46.25,21.0,31.0,57.5,32.5,17.5,72.5,29.25,66.0,31.75,19.0,30.5,36.25,24.75,62.25,0.0,12.25,0.0,7.75,0.0,19.5,0.0,0.0,0.0,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48.25,0.0,0.0,0.0,23.25,0.0,24.5,11.75,0.0,37.0,25.5,0.0,0.0,25.0,0.0,0.0,26.0,0.0,12.75,0.0,25.0,62.5,0.0,0.0,32.5,26.25,32.0,33.25,32.25,0.0,22.5,0.0,58.0,72.0,11.0,12.0,12.5,0.0,0.0,38.75,0.0,12.75,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75,12.5,0.0,0.0,0.0,12.5,0.0,0.0,35.0,0.0,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,25.0,75.0,0.0,0.0,53.75,25.0,31.0,65.0,30.75,0.0,21.25,0.0,80.0,68.75,0.0,0.0,12.25,0.0,0.0,24.25,0.0,36.5,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75,8.5,7.75,0.0,0.0,9.25,40.0,0.0,11.75,0.0,51.75,8.0,0.0,23.25,0.0,0.0,32.0,64.0,25.25,8.5,0.0,12.25,0.0,0.0,0.0,18.25,17.5,17.75,56.5,23.25,44.25,18.0,63.0,0.0,35.5,16.5,17.5,11.25,28.5,8.75,56.75,0.0,17.0,0.0,29.75,0.0,21.5,0.0,0.0,0.0,0.0,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,7.75,0.0,0.0,19.75,0.0,0.0,8.25,0.0,32.5,8.75,0.0,34.0,0.0,18.5,23.5,0.0,12.0,12.75,30.5,0.0,21.5,0.0,0.0,15.25,27.75,34.0,58.25,18.25,25.0,7.5,79.25,27.0,52.5,52.0,0.0,46.0,44.75,8.5,52.25,0.0,12.75,0.0,8.5,0.0,29.75,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.75,0.0,0.0,24.0,37.0,0.0,8.75,16.25,25.0,0.0,0.0,15.0,8.75,13.0,14.25,28.0,12.5,25.75,19.25,23.0,0.0,0.0,8.0,8.0,30.0,33.25,52.0,63.0,31.5,8.0,38.25,16.5,47.0,16.75,28.5,38.75,60.25,0.0,29.5,0.0,7.75,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,22.5,0.0,0.0,12.5,0.0,0.0,2.25,0.0,0.0,33.75,0.0,0.0,21.25,0.0,14.25,0.0,14.0,13.5,0.0,0.0,13.75,30.0,13.0,26.5,3.75,0.0,4.0,10.75,20.0,52.75,20.5,19.5,0.0,0.0,0.0,2.5,0.0,12.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,26.25,0.0,13.0,26.75,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.25,14.5,38.25,0.0,37.25,0.0,22.75,72.25,48.75,0.0,23.5,0.0,12.25,37.75,0.0,0.0,0.0,0.0,39.75,29.25,52.5,26.75,0.0,0.0,0.0,27.5,31.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,19.0,18.25,0.0,30.0,11.0,55.75,18.75,0.0,38.25,0.0,21.0,14.0,0.0,32.5,21.25,0.0,11.5,35.75,0.0,21.0,11.25,32.0,28.25,43.75,39.0,40.0,38.0,37.25,35.25,53.5,50.25,0.0,36.25,43.5,0.0,88.25,0.0,12.25,0.0,19.25,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.75,19.25,0.0,0.0,7.25,58.25,19.5,0.0,11.0,9.25,0.0,12.75,34.5,20.75,18.75,21.75,0.0,9.25,0.0,8.25,25.75,32.25,14.5,49.0,28.0,62.25,0.0,54.5,50.0,35.0,68.25,8.75,47.75,32.75,9.5,57.0,0.0,0.0,0.0,9.25,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
